ZIP Code,State,City/Town,Primary Specialty,All Secondary Specialties,Gender,Facility Name,NPI,Provider Last Name,Provider First Name,Provider Middle Name
956613866,CA,ROSEVILLE,PEDIATRIC MEDICINE,,F,SUTTER VALLEY MEDICAL FOUNDATION,1568569580,SORGEA,LAURA,L
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1568586428,LAMPHIER,KYLE,A
950621323,CA,SANTA CRUZ,PEDIATRIC MEDICINE,,M,SUTTER BAY MEDICAL FOUNDATION,1578543807,SCHIRMER,CASEY,E
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,REGENTS OF THE UNIV OF CA,1578572590,BHARGAVA,HEMA,P
930032002,CA,VENTURA,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,GOLDEN STATE IMAGING ASSOCIATES INC,1578578266,HEPFER,MICHAEL,S
900481804,CA,WEST HOLLYWOOD,PEDIATRIC MEDICINE,GERIATRIC MEDICINE,M,CEDARS-SINAI MEDICAL CENTER,1578590196,GRAHAM,JOHN,M
923356716,CA,FONTANA,PEDIATRIC MEDICINE,GENERAL SURGERY,M,,1578613949,UY,EDUARDO,
945134956,CA,BRENTWOOD,PEDIATRIC MEDICINE,,F,JOHN MUIR PHYSICIAN NETWORK,1578666186,DOVICHI,JENNIFER,
950601103,CA,SANTA CRUZ,PEDIATRIC MEDICINE,,F,SUTTER BAY MEDICAL FOUNDATION,1578727152,RIDDLE,SHAWNA,C
941432351,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF PEDIATRICS ASSOCIATES,1588050074,IACOPETTI,CORINA,LEE
940152613,CA,DALY CITY,PEDIATRIC MEDICINE,,F,DIGNITY HEALTH MEDICAL FOUNDATION,1588160956,MONTOYA,MAGDELINE,ARACELI
939238642,CA,CARMEL,PEDIATRIC MEDICINE,NEUROLOGY,M,,1588699383,HUNTLEY,DAVID,THOMAS
912064032,CA,GLENDALE,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1598057333,WAI,ANDREW,W
900113629,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,SOUTH CENTRAL FAMILY HEALTH CENTER,1598106213,HAKIM,MINA,
958172201,CA,SACRAMENTO,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),M,REGENTS OF THE UNIV OF CA,1598817876,HOLCROFT,JOHN,J
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1598842593,SHIN,ANDREW,Y
930031651,CA,VENTURA,PEDIATRIC MEDICINE,CARDIAC SURGERY,M,COUNTY OF VENTURA,1598876070,LEONG,FREDERIC,JAMES
950603530,CA,SANTA CRUZ,PEDIATRIC MEDICINE,,F,SUTTER BAY MEDICAL FOUNDATION,1598912842,BUSSE,JACQUELYN,T
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,GASTROENTEROLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1609133578,AL RABADI,LEINA,SAMIR
926777416,CA,LAGUNA NIGUEL,PEDIATRIC MEDICINE,NEUROLOGY,M,PACIFIC NEUROMONITORING ASSOCIATES INC,1609134352,KANANI,REZA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),F,LPCH MEDICAL GROUP DIV OF LUCILE,1609192699,RASMUSSEN,LINDSEY,K
953504500,CA,MODESTO,PEDIATRIC MEDICINE,CARDIAC SURGERY,M,VALLEY CHILDRENS MEDICAL GROUP,1609220268,LEE,BRIAN,
927047933,CA,SANTA ANA,PEDIATRIC MEDICINE,,M,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1609263730,CHO,KAWING,
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1609293158,MEYERS,MATTHEW,JOHN
951282604,CA,SAN JOSE,PEDIATRIC MEDICINE,,F,,1609455583,MALLADI,LAKSHMEERAMYA,
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,NEPHROLOGY,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1609800952,PERWAD,FARZANA,
956955169,CA,WOODLAND,PEDIATRIC MEDICINE,,M,DIGNITY HEALTH MEDICAL FOUNDATION,1609804566,MARCH,THOMAS,
900481804,CA,WEST HOLLYWOOD,PEDIATRIC MEDICINE,THORACIC SURGERY,M,CEDARS-SINAI MEDICAL CENTER,1609826098,HAKIMIAN,BEHROOZ,
923734308,CA,REDLANDS,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1609897495,LEE,SONNY,C
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1619086840,RHEE,SUE,J
926683849,CA,ORANGE,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,M,EMERGENCY MEDICINE SPECIALISTS OF ORANGE COUNTY,1619135845,VALENTE,MICHAEL,E
959263310,CA,CHICO,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),F,REGENTS OF THE UNIV OF CA,1619168101,SETHI,VIYEKA,
950207303,CA,GILROY,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,PERMANENTE MEDICAL GROUP INC,1619268257,CALZETTA,MATTHEW,A
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1619292752,HIGHAM,CHRISTINE,S
950621323,CA,SANTA CRUZ,PEDIATRIC MEDICINE,,F,SUTTER BAY MEDICAL FOUNDATION,1619957149,NAUENBERG,TANYA,
926183734,CA,IRVINE,PEDIATRIC MEDICINE,"CARDIOVASCULAR DISEASE (CARDIOLOGY), INTERNAL MEDICINE",M,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1619972700,LOO,JOHN-CHARLES,A
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,UC REGENTS,1629005368,SHANNON,KEVIN,M
953504500,CA,MODESTO,PEDIATRIC MEDICINE,,M,VALLEY CHILDRENS MEDICAL GROUP,1629039912,HAUSER,MICHAEL,E
947022498,CA,BERKELEY,PEDIATRIC MEDICINE,,M,UCSF MEDICAL GROUP BUSINESS SERVICES,1629049853,ROJAS,NEAL,L
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,REGENTS OF THE UNIV OF CA,1629064795,HOLZER,RALF,J
928684719,CA,ORANGE,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,"PACIFIC CARDIOVASCULAR ASSOCIATES MEDICAL GROUP, INC.",1629096789,CHUN,DAVID,SEUNG
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,INFECTIOUS DISEASE,F,LPCH MEDICAL GROUP DIV OF LUCILE,1629103478,GANS,HAYLEY,MD
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF PEDIATRICS ASSOCIATES,1629207394,WINNICKI,ERICA,D
926833370,CA,WESTMINSTER,PEDIATRIC MEDICINE,,F,VM MEDICAL GROUP,1629398862,VO,THAO,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1629399092,JOHN,TAMI,DENISE
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,GASTROENTEROLOGY,M,LPCH MEDICAL GROUP DIV OF LUCILE,1639138852,GUGIG,ROBERTO,
959665961,CA,OROVILLE,PEDIATRIC MEDICINE,,M,AMPLA HEALTH,1639167372,KUMAR,ARUN,
906603533,CA,PICO RIVERA,PEDIATRIC MEDICINE,,M,"ACCESS MEDICAL CARE, A PROFESSIONAL MEDICAL CORPORATION",1639270051,REGULLANO,JOSE,
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF MEDICAL GROUP BUSINESS SERVICES,1639334055,MATTHEWS,JENIFER,
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1639564370,AUSTIN,KARYN,M
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,PULMONARY DISEASE,F,LPCH MEDICAL GROUP DIV OF LUCILE,1639581804,SI,XIN,
944032591,CA,SAN MATEO,PEDIATRIC MEDICINE,,F,ONE MEDICAL GROUP INC,1639604507,BERNARD,RACHELLE,LISA
928353641,CA,FULLERTON,PEDIATRIC MEDICINE,,M,PROVIDENCE MEDICAL FOUNDATION,1649202714,ZIESMER,PAUL,V
954054801,CA,SANTA ROSA,PEDIATRIC MEDICINE,,F,PROVIDENCE MEDICAL FOUNDATION,1649227943,IEZZA,HEATHER,A
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1649375445,BROWN,CANDIDA,M
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,"CARDIAC ELECTROPHYSIOLOGY, CARDIOVASCULAR DISEASE (CARDIOLOGY)",M,LPCH MEDICAL GROUP DIV OF LUCILE,1649396235,CERESNAK,SCOTT,R
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1649430034,RAYMOND-FLESCH,MARISSA,
930031651,CA,VENTURA,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,COUNTY OF VENTURA,1649439514,SACKS,ZADOK,JACOB
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1659345726,LOPEZ,CECILIO,
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,,F,REGENTS OF THE UNIV OF CA,1659356020,HAGERMAN,RANDI,J
941234307,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,ONE MEDICAL GROUP INC,1659432722,CARDIELLO,PETER,GUY
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,LPCH MEDICAL GROUP DIV OF LUCILE,1659507259,ARUNAMATA,ALISA,A
93912,CA,SALINAS,PEDIATRIC MEDICINE,,M,COUNTY OF MONTEREY,1659533016,QUEZADA LIUTI,JORGE,E
928684203,CA,ORANGE,PEDIATRIC MEDICINE,HEMATOLOGY,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1659539211,SONI,AMIT,
900953075,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,UC REGENTS,1659614980,PATEL,BHAVITA,
945413832,CA,HAYWARD,PEDIATRIC MEDICINE,GENERAL PRACTICE,M,SKILLED FACILITY HEALTH CARE SOLUTIONS INC,1659638823,WEISS,CHRISTOPHER,VINCENT
923542804,CA,LOMA LINDA,PEDIATRIC MEDICINE,,M,,1669050266,PHAN,MINH,ANH
900481804,CA,WEST HOLLYWOOD,PEDIATRIC MEDICINE,NEPHROLOGY,M,CEDARS-SINAI MEDICAL CENTER,1669432167,JORDAN,STANLEY,
941181892,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,ONE MEDICAL GROUP INC,1669481198,KASETTY,RAGHUNANDANA,
926475913,CA,HUNTINGTON BEACH,PEDIATRIC MEDICINE,"CRITICAL CARE (INTENSIVISTS), GENERAL PRACTICE, UNDERSEA AND HYPERBARIC MEDICINE",M,,1669560231,SARODE,PRAFUL,
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1669765145,WINGER,BETH,APSEL
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,,F,REGENTS OF THE UNIV OF CA,1669835534,WILAISAKDITIPAKORN,TANAPORN,J
951243907,CA,SAN JOSE,PEDIATRIC MEDICINE,SPORTS MEDICINE,F,,1669886206,DANI,SVETLANA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,LPCH MEDICAL GROUP DIV OF LUCILE,1669892055,REDDY,CHARITHA,DOODIPALA
958165126,CA,SACRAMENTO,PEDIATRIC MEDICINE,,F,SUTTER VALLEY MEDICAL FOUNDATION,1669903480,SANDERS,KELLY,CORBETT
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1679537369,SANDERS,LEE,
950603530,CA,SANTA CRUZ,PEDIATRIC MEDICINE,,F,SUTTER BAY MEDICAL FOUNDATION,1679560197,GORUM,CARLA,
953504500,CA,MODESTO,PEDIATRIC MEDICINE,,F,VALLEY CHILDRENS MEDICAL GROUP,1679686653,WINTER,SUSAN,
935351916,CA,LANCASTER,PEDIATRIC MEDICINE,,F,COUNTY OF LOS ANGELES,1679968887,GANTZ,LISA,N
946074220,CA,OAKLAND,PEDIATRIC MEDICINE,,F,ASIAN HEALTH SERVICES,1689093049,TAKAKUWA,NATSUKO,
928684203,CA,ORANGE,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1689659955,LAI,WYMAN,W
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1689701039,WEINACHT,KATJA,G
928684203,CA,ORANGE,PEDIATRIC MEDICINE,,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1689775140,COOK,JASON,E
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,NEPHROLOGY,F,UC REGENTS,1689948960,PEARL,MEGHAN,H
954826540,CA,UKIAH,PEDIATRIC MEDICINE,,F,MENDOCINO COMMUNITY HEALTH CLINIC INC,1699055293,JOHNSTON,CASEY,A
952022628,CA,STOCKTON,PEDIATRIC MEDICINE,,F,"COMMUNITY MEDICAL CENTERS, INC.",1699139444,KHAMBATY,LUBENA,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1699180349,RAAM,MANU,S
961614860,CA,TRUCKEE,PEDIATRIC MEDICINE,,F,TAHOE FOREST HOSPITAL DISTRICT,1699229633,GREENE,SARAH,ELIZABETH
940221404,CA,LOS ALTOS,PEDIATRIC MEDICINE,,M,SUTTER BAY MEDICAL FOUNDATION,1699867986,HU,LI-MIN,J
928073122,CA,ANAHEIM,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,PROVIDENCE MEDICAL FOUNDATION,1700022894,CANLAS,SHELLEY,S
921231810,CA,SAN DIEGO,PEDIATRIC MEDICINE,,M,ANESTHESIA SERVICE MEDICAL GROUP,1700081080,RAVIENDRAN,RAVEEN,T
926683849,CA,ORANGE,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,M,EMERGENCY MEDICINE SPECIALISTS OF ORANGE COUNTY,1700092426,BANSIL,NELSON,H
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1700800448,OLSON,INGER,L
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,UCSF MEDICAL GROUP BUSINESS SERVICES,1700817913,COCALIS,MARK,W
933090412,CA,BAKERSFIELD,PEDIATRIC MEDICINE,DERMATOLOGY,F,JEFFREY J CROWLEY MD INC,1700895018,TREANOR,SHANNA,L
956953652,CA,WOODLAND,PEDIATRIC MEDICINE,,M,SUTTER VALLEY MEDICAL FOUNDATION,1700997053,GRATTENDICK,DAVID,W
951233640,CA,SAN JOSE,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,F,PERMANENTE MEDICAL GROUP INC,1710064357,GUPTHA,SUSHMA,N
900953075,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,UC REGENTS,1710091020,MOORE,THEODORE,B
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1710201603,WADIA,RACHNA,GURJEET
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1720178387,ANAND,KANWALJEET,SINGH
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1720271802,VOTAVA-SMITH,JODIE,K
937012302,CA,FRESNO,PEDIATRIC MEDICINE,,F,,1720665771,DEWHITT,DENISE,LE
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,,1720668361,CHOW-PARMER,CHRISTOPHER,
900481804,CA,WEST HOLLYWOOD,PEDIATRIC MEDICINE,,M,CEDARS-SINAI MEDICAL CENTER,1730277658,MCCANTA,ANTHONY,CHARLES
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,PULMONARY DISEASE,F,UCSF PEDIATRICS ASSOCIATES,1730322462,GIBB,ELIZABETH,R
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,,F,REGENTS OF THE UNIV OF CA,1730347105,OH,GIA,J
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,REGENTS OF THE UNIV OF CA,1730491887,SUNDERJI,SHERZANA,
931053101,CA,SANTA BARBARA,PEDIATRIC MEDICINE,ALLERGY/IMMUNOLOGY,F,SANSUM CLINIC,1730573015,ENG,VICTORIA,
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,UC REGENTS,1730576646,PATHAK,SAUMYA,
913563645,CA,TARZANA,PEDIATRIC MEDICINE,"ORTHOPEDIC SURGERY, SPORTS MEDICINE",M,CEDARS-SINAI MEDICAL CARE FOUNDATION,1740218155,SCOTT,JOSHUA,C
936116886,CA,CLOVIS,PEDIATRIC MEDICINE,,M,COMMUNITY HEALTH PARTNERS,1740244995,FOSTER,TIMOTHY,C
904041240,CA,SANTA MONICA,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,1740644723,CLAGG,RYAN,
943052200,CA,STANFORD,PEDIATRIC MEDICINE,,F,STANFORD HEALTH CARE,1740779180,TRAN,NGOC,N
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1750301073,KAUFMAN,BETH,DAWN
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,UC REGENTS,1750301503,DEVILLE,JAIME,G
928684203,CA,ORANGE,PEDIATRIC MEDICINE,HOSPITALIST,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1750489951,PATHARE,SAMEER,S
943041503,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,,1760038376,SUAREZ,CRISTAL,
958165616,CA,SACRAMENTO,PEDIATRIC MEDICINE,,M,SUTTER VALLEY MEDICAL FOUNDATION,1760587018,LOOMIS,RICHARD,B
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1760665350,CHAUDHURI,ABANTI,
923542804,CA,LOMA LINDA,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1760825236,MUKADAM,SHIREEN,
923465869,CA,HIGHLAND,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1760917835,JOE,DANIEL,KENNETH
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,ENDOCRINOLOGY,F,REGENTS OF THE UNIV OF CA,1770512840,LOOMBA,LINDSEY,A
928684748,CA,ORANGE,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,CENTER FOR COMPREHENSIVE CARE AND DIAGNOSIS OF INHERITED BLOOD DISORDE,1770528663,NUGENT,DIANE,J
954054801,CA,SANTA ROSA,PEDIATRIC MEDICINE,,M,PROVIDENCE MEDICAL FOUNDATION,1770694598,PROSSER,KENNETH,
928684203,CA,ORANGE,PEDIATRIC MEDICINE,HEMATOLOGY,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1770774341,HSIEH,LOAN,B
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1770809154,VANCE,STANLEY,RAY
902105132,CA,BEVERLY HILLS,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,1770946089,HUO,MAE XINTONG,
900481804,CA,WEST HOLLYWOOD,PEDIATRIC MEDICINE,"CRITICAL CARE (INTENSIVISTS), INTERNAL MEDICINE",M,CEDARS-SINAI MEDICAL CENTER,1780644682,BARRON,JOEL,D
953504500,CA,MODESTO,PEDIATRIC MEDICINE,,M,VALLEY CHILDRENS MEDICAL GROUP,1780651893,EHRREICH,STEVEN,T
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),M,LPCH MEDICAL GROUP DIV OF LUCILE,1780657122,BERG,MARC,DAVID
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,UC REGENTS,1780685479,ANDERSON,MARTIN,M
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,INFECTIOUS DISEASE,F,LPCH MEDICAL GROUP DIV OF LUCILE,1780766147,LEE,GRACE,M
928684203,CA,ORANGE,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1780857573,HADUONG,JOSEPHINE,H
928353641,CA,FULLERTON,PEDIATRIC MEDICINE,,F,PROVIDENCE MEDICAL FOUNDATION,1780865444,O'LOUGHLIN,SARAH,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1790130441,KHAN,ASLAM,
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF MEDICAL GROUP BUSINESS SERVICES,1790193688,ALY,DOAA,
900173768,CA,LOS ANGELES,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,1790281145,PATEL,AMIE,SANJAY
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1790875904,BANERJEE,ANURADHA,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1790934800,SOUFI,NISREEN,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1790991719,CHANG,TODD,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1801077557,BENSEN,RACHEL,S
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1801206503,GIACONE,HEATHER,MARIE
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,UC REGENTS,1801316526,HUANG,YUE,
917864920,CA,UPLAND,PEDIATRIC MEDICINE,NEUROSURGERY,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1801804810,MUHONEN,MICHAEL,G
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1801810353,MARK,JOHN,DAVID
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1801838925,CHURCH,GWYNNE,D
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,ALLERGY/IMMUNOLOGY,M,UC REGENTS,1801861216,BUTTE,MANISH,
950621323,CA,SANTA CRUZ,PEDIATRIC MEDICINE,,F,SUTTER BAY MEDICAL FOUNDATION,1801977897,SIDELL,KATHRIN,R
926836682,CA,WESTMINSTER,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,,1811077787,NGUYEN,THUY,THANH
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UCSF MEDICAL GROUP BUSINESS SERVICES,1811912835,BIN,STEVEN,S
917553024,CA,MONTEREY PARK,PEDIATRIC MEDICINE,,F,,1821044389,TAIKWEL,EDNA,K
958165616,CA,SACRAMENTO,PEDIATRIC MEDICINE,,M,SUTTER VALLEY MEDICAL FOUNDATION,1821090945,CORP,CRAIG,C
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1821284712,YEH,ANN MING,M
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),F,LPCH MEDICAL GROUP DIV OF LUCILE,1821286857,PAGELER,NATALIE,M
934584908,CA,SANTA MARIA,PEDIATRIC MEDICINE,,F,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,1821287855,KARP,TARA,F
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,UC REGENTS,1821318957,NGUYEN,MARGARET,P
927053870,CA,SANTA ANA,PEDIATRIC MEDICINE,,M,PROVIDENCE MEDICAL FOUNDATION,1821399551,KIM,JAMES,
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF PEDIATRICS ASSOCIATES,1821438581,BALEILEVUKA-HART,MARICA,
932632042,CA,SHAFTER,PEDIATRIC MEDICINE,,M,SHAFTER URGENT CARE,1831194331,AYENI,AYODEJI,ADETAYO
958172207,CA,SACRAMENTO,PEDIATRIC MEDICINE,"PULMONARY DISEASE, SLEEP MEDICINE",F,REGENTS OF THE UNIV OF CA,1831583483,CHIDAMBARAM,AMBIKA,G
921232753,CA,SAN DIEGO,PEDIATRIC MEDICINE,,M,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1841223344,PICKERING,BRETTEN,
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1841250750,BUCKELEW,SARA,MARIE
926264320,CA,COSTA MESA,PEDIATRIC MEDICINE,,F,MEMORIALCARE MEDICAL FOUNDATION,1841303260,POSNER,GINA,L
943012302,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,SUTTER BAY MEDICAL FOUNDATION,1841316213,BLOCK,BRUCE,L
908133410,CA,LONG BEACH,PEDIATRIC MEDICINE,GENERAL PRACTICE,M,,1841361334,JAYATILAKA,GEORGE,M
937211324,CA,FRESNO,PEDIATRIC MEDICINE,,F,UNIVERSITY FACULTY ASSOCIATES INC,1841376217,NELSON,CHRISTINE,
928684203,CA,ORANGE,PEDIATRIC MEDICINE,NEPHROLOGY,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1841516093,NARAYAN,SHOBA,
940221404,CA,LOS ALTOS,PEDIATRIC MEDICINE,,F,SUTTER BAY MEDICAL FOUNDATION,1851370902,BORBA,SUSAN,
934051804,CA,SAN LUIS OBISPO,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,,1851396816,FONG,KAREN,A
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,RHEUMATOLOGY,F,UC REGENTS,1851489769,MCCURDY,DEBORAH,
